goos: linux
goarch: amd64
pkg: github.com/diegommm/runes
cpu: 11th Gen Intel(R) Core(TM) i7-1165G7 @ 2.80GHz
                                                                                                          │ results-bytes-strings-vs-is-strategy.txt │
                                                                                                          │                  sec/op                  │
IsInSetFunc/[len=4_min=0_span=557055_runtime]_Half_Unicode_span,_few_items/isStrategy-8                                                 0.000 ± 0%
IsInSetFunc/[len=13000_min=557055_span=12999_runtime]_a_lot/stdlib/bytes.ContainsAny-8                                                  0.000 ± 0%
IsInSetFunc/[len=13000_min=557055_span=12999_runtime]_a_lot/stdlib/strings.ContainsAny-8                                                0.000 ± 0%
IsInSetFunc/[len=13000_min=557055_span=12999_runtime]_a_lot/stdlib/bytes.ContainsRune-8                                                 0.000 ± 0%
IsInSetFunc/[len=13000_min=557055_span=12999_runtime]_a_lot/stdlib/strings.ContainsRune-8                                               0.000 ± 0%
IsInSetFunc/[len=13000_min=557055_span=12999_runtime]_a_lot/isStrategy-8                                                                0.000 ± 0%
IsInSetFunc/[len=1111666_min=0_span=1114110_runtime]_everything/stdlib/bytes.ContainsAny-8                                              0.000 ± 0%
IsInSetFunc/[len=1111666_min=0_span=1114110_runtime]_everything/stdlib/strings.ContainsAny-8                                            0.000 ± 0%
IsInSetFunc/[len=1111666_min=0_span=1114110_runtime]_everything/stdlib/bytes.ContainsRune-8                                             0.000 ± 0%
IsInSetFunc/[len=1111666_min=0_span=1114110_runtime]_everything/stdlib/strings.ContainsRune-8                                           0.000 ± 0%
IsInSetFunc/[len=1111666_min=0_span=1114110_runtime]_everything/isStrategy-8                                                            0.000 ± 0%
geomean                                                                                                                                            ¹
¹ summaries must be >0 to compute geomean

                                                                                                          │ results-bytes-strings-vs-is-strategy.txt │
                                                                                                          │                allocs/op                 │
IsInSetFunc/[len=0_min=0_span=0_runtime]_zero/stdlib/bytes.ContainsRune-8                                                               0.000 ± 0%
IsInSetFunc/[len=0_min=0_span=0_runtime]_zero/stdlib/strings.ContainsRune-8                                                             0.000 ± 0%
IsInSetFunc/[len=0_min=0_span=0_runtime]_zero/isStrategy-8                                                                              0.000 ± 0%
IsInSetFunc/[len=1_min=65_span=0_runtime]_ASCII/stdlib/bytes.ContainsRune-8                                                             0.000 ± 0%
IsInSetFunc/[len=1_min=65_span=0_runtime]_ASCII/stdlib/strings.ContainsRune-8                                                           0.000 ± 0%
IsInSetFunc/[len=1_min=65_span=0_runtime]_ASCII/isStrategy-8                                                                            0.000 ± 0%
IsInSetFunc/[len=1_min=209_span=0_runtime]_Non-ASCII/stdlib/bytes.ContainsRune-8                                                        0.000 ± 0%
IsInSetFunc/[len=1_min=209_span=0_runtime]_Non-ASCII/stdlib/strings.ContainsRune-8                                                      0.000 ± 0%
IsInSetFunc/[len=1_min=209_span=0_runtime]_Non-ASCII/isStrategy-8                                                                       0.000 ± 0%
IsInSetFunc/[len=2_min=65_span=1_runtime]_ASCII/stdlib/bytes.ContainsAny-8                                                              0.000 ± 0%
IsInSetFunc/[len=2_min=65_span=1_runtime]_ASCII/stdlib/strings.ContainsAny-8                                                            0.000 ± 0%
IsInSetFunc/[len=2_min=65_span=1_runtime]_ASCII/stdlib/bytes.ContainsRune-8                                                             0.000 ± 0%
IsInSetFunc/[len=2_min=65_span=1_runtime]_ASCII/stdlib/strings.ContainsRune-8                                                           0.000 ± 0%
IsInSetFunc/[len=2_min=65_span=1_runtime]_ASCII/isStrategy-8                                                                            0.000 ± 0%
IsInSetFunc/[len=2_min=209_span=19781_runtime]_Non-ASCII/stdlib/bytes.ContainsAny-8                                                     0.000 ± 0%
IsInSetFunc/[len=2_min=209_span=19781_runtime]_Non-ASCII/stdlib/strings.ContainsAny-8                                                   0.000 ± 0%
IsInSetFunc/[len=2_min=209_span=19781_runtime]_Non-ASCII/stdlib/bytes.ContainsRune-8                                                    0.000 ± 0%
IsInSetFunc/[len=2_min=209_span=19781_runtime]_Non-ASCII/stdlib/strings.ContainsRune-8                                                  0.000 ± 0%
IsInSetFunc/[len=2_min=209_span=19781_runtime]_Non-ASCII/isStrategy-8                                                                   0.000 ± 0%
IsInSetFunc/[len=24_min=32_span=23_runtime]_ASCII/stdlib/bytes.ContainsAny-8                                                            0.000 ± 0%
IsInSetFunc/[len=24_min=32_span=23_runtime]_ASCII/stdlib/strings.ContainsAny-8                                                          0.000 ± 0%
IsInSetFunc/[len=24_min=32_span=23_runtime]_ASCII/stdlib/bytes.ContainsRune-8                                                           0.000 ± 0%
IsInSetFunc/[len=24_min=32_span=23_runtime]_ASCII/stdlib/strings.ContainsRune-8                                                         0.000 ± 0%
IsInSetFunc/[len=24_min=32_span=23_runtime]_ASCII/isStrategy-8                                                                          0.000 ± 0%
IsInSetFunc/[len=25_min=32_span=24_runtime]_ASCII/stdlib/bytes.ContainsAny-8                                                            0.000 ± 0%
IsInSetFunc/[len=25_min=32_span=24_runtime]_ASCII/stdlib/strings.ContainsAny-8                                                          0.000 ± 0%
IsInSetFunc/[len=25_min=32_span=24_runtime]_ASCII/stdlib/bytes.ContainsRune-8                                                           0.000 ± 0%
IsInSetFunc/[len=25_min=32_span=24_runtime]_ASCII/stdlib/strings.ContainsRune-8                                                         0.000 ± 0%
IsInSetFunc/[len=25_min=32_span=24_runtime]_ASCII/isStrategy-8                                                                          0.000 ± 0%
IsInSetFunc/[len=26_min=32_span=25_runtime]_ASCII/stdlib/bytes.ContainsAny-8                                                            0.000 ± 0%
IsInSetFunc/[len=26_min=32_span=25_runtime]_ASCII/stdlib/strings.ContainsAny-8                                                          0.000 ± 0%
IsInSetFunc/[len=26_min=32_span=25_runtime]_ASCII/stdlib/bytes.ContainsRune-8                                                           0.000 ± 0%
IsInSetFunc/[len=26_min=32_span=25_runtime]_ASCII/stdlib/strings.ContainsRune-8                                                         0.000 ± 0%
IsInSetFunc/[len=26_min=32_span=25_runtime]_ASCII/isStrategy-8                                                                          0.000 ± 0%
IsInSetFunc/[len=64_min=32_span=63_runtime]_ASCII/stdlib/bytes.ContainsAny-8                                                            0.000 ± 0%
IsInSetFunc/[len=64_min=32_span=63_runtime]_ASCII/stdlib/strings.ContainsAny-8                                                          0.000 ± 0%
IsInSetFunc/[len=64_min=32_span=63_runtime]_ASCII/stdlib/bytes.ContainsRune-8                                                           0.000 ± 0%
IsInSetFunc/[len=64_min=32_span=63_runtime]_ASCII/stdlib/strings.ContainsRune-8                                                         0.000 ± 0%
IsInSetFunc/[len=64_min=32_span=63_runtime]_ASCII/isStrategy-8                                                                          0.000 ± 0%
IsInSetFunc/[len=64_min=209_span=63_runtime]_Non-ASCII/stdlib/bytes.ContainsAny-8                                                       0.000 ± 0%
IsInSetFunc/[len=64_min=209_span=63_runtime]_Non-ASCII/stdlib/strings.ContainsAny-8                                                     0.000 ± 0%
IsInSetFunc/[len=64_min=209_span=63_runtime]_Non-ASCII/stdlib/bytes.ContainsRune-8                                                      0.000 ± 0%
IsInSetFunc/[len=64_min=209_span=63_runtime]_Non-ASCII/stdlib/strings.ContainsRune-8                                                    0.000 ± 0%
IsInSetFunc/[len=64_min=209_span=63_runtime]_Non-ASCII/isStrategy-8                                                                     0.000 ± 0%
IsInSetFunc/[len=65_min=32_span=64_runtime]_ASCII/stdlib/bytes.ContainsAny-8                                                            0.000 ± 0%
IsInSetFunc/[len=65_min=32_span=64_runtime]_ASCII/stdlib/strings.ContainsAny-8                                                          0.000 ± 0%
IsInSetFunc/[len=65_min=32_span=64_runtime]_ASCII/stdlib/bytes.ContainsRune-8                                                           0.000 ± 0%
IsInSetFunc/[len=65_min=32_span=64_runtime]_ASCII/stdlib/strings.ContainsRune-8                                                         0.000 ± 0%
IsInSetFunc/[len=65_min=32_span=64_runtime]_ASCII/isStrategy-8                                                                          0.000 ± 0%
IsInSetFunc/[len=65_min=209_span=64_runtime]_Non-ASCII/stdlib/bytes.ContainsAny-8                                                       0.000 ± 0%
IsInSetFunc/[len=65_min=209_span=64_runtime]_Non-ASCII/stdlib/strings.ContainsAny-8                                                     0.000 ± 0%
IsInSetFunc/[len=65_min=209_span=64_runtime]_Non-ASCII/stdlib/bytes.ContainsRune-8                                                      0.000 ± 0%
IsInSetFunc/[len=65_min=209_span=64_runtime]_Non-ASCII/stdlib/strings.ContainsRune-8                                                    0.000 ± 0%
IsInSetFunc/[len=65_min=209_span=64_runtime]_Non-ASCII/isStrategy-8                                                                     0.000 ± 0%
IsInSetFunc/[len=125_min=0_span=126_runtime]_ASCII/stdlib/bytes.ContainsAny-8                                                           0.000 ± 0%
IsInSetFunc/[len=125_min=0_span=126_runtime]_ASCII/stdlib/strings.ContainsAny-8                                                         0.000 ± 0%
IsInSetFunc/[len=125_min=0_span=126_runtime]_ASCII/stdlib/bytes.ContainsRune-8                                                          0.000 ± 0%
IsInSetFunc/[len=125_min=0_span=126_runtime]_ASCII/stdlib/strings.ContainsRune-8                                                        0.000 ± 0%
IsInSetFunc/[len=125_min=0_span=126_runtime]_ASCII/isStrategy-8                                                                         0.000 ± 0%
IsInSetFunc/[len=127_min=209_span=126_runtime]_Non-ASCII/stdlib/bytes.ContainsAny-8                                                     0.000 ± 0%
IsInSetFunc/[len=127_min=209_span=126_runtime]_Non-ASCII/stdlib/strings.ContainsAny-8                                                   0.000 ± 0%
IsInSetFunc/[len=127_min=209_span=126_runtime]_Non-ASCII/stdlib/bytes.ContainsRune-8                                                    0.000 ± 0%
IsInSetFunc/[len=127_min=209_span=126_runtime]_Non-ASCII/stdlib/strings.ContainsRune-8                                                  0.000 ± 0%
IsInSetFunc/[len=127_min=209_span=126_runtime]_Non-ASCII/isStrategy-8                                                                   0.000 ± 0%
IsInSetFunc/[len=126_min=0_span=127_runtime]_ASCII+/stdlib/bytes.ContainsAny-8                                                          0.000 ± 0%
IsInSetFunc/[len=126_min=0_span=127_runtime]_ASCII+/stdlib/strings.ContainsAny-8                                                        0.000 ± 0%
IsInSetFunc/[len=126_min=0_span=127_runtime]_ASCII+/stdlib/bytes.ContainsRune-8                                                         0.000 ± 0%
IsInSetFunc/[len=126_min=0_span=127_runtime]_ASCII+/stdlib/strings.ContainsRune-8                                                       0.000 ± 0%
IsInSetFunc/[len=126_min=0_span=127_runtime]_ASCII+/isStrategy-8                                                                        0.000 ± 0%
IsInSetFunc/[len=128_min=209_span=127_runtime]_Non-ASCII/stdlib/bytes.ContainsAny-8                                                     0.000 ± 0%
IsInSetFunc/[len=128_min=209_span=127_runtime]_Non-ASCII/stdlib/strings.ContainsAny-8                                                   0.000 ± 0%
IsInSetFunc/[len=128_min=209_span=127_runtime]_Non-ASCII/stdlib/bytes.ContainsRune-8                                                    0.000 ± 0%
IsInSetFunc/[len=128_min=209_span=127_runtime]_Non-ASCII/stdlib/strings.ContainsRune-8                                                  0.000 ± 0%
IsInSetFunc/[len=128_min=209_span=127_runtime]_Non-ASCII/isStrategy-8                                                                   0.000 ± 0%
IsInSetFunc/[len=256_min=1024_span=255_runtime]_Other/stdlib/bytes.ContainsAny-8                                                        0.000 ± 0%
IsInSetFunc/[len=256_min=1024_span=255_runtime]_Other/stdlib/strings.ContainsAny-8                                                      0.000 ± 0%
IsInSetFunc/[len=256_min=1024_span=255_runtime]_Other/stdlib/bytes.ContainsRune-8                                                       0.000 ± 0%
IsInSetFunc/[len=256_min=1024_span=255_runtime]_Other/stdlib/strings.ContainsRune-8                                                     0.000 ± 0%
IsInSetFunc/[len=256_min=1024_span=255_runtime]_Other/isStrategy-8                                                                      0.000 ± 0%
IsInSetFunc/[len=512_min=1024_span=511_runtime]_Other/stdlib/bytes.ContainsAny-8                                                        0.000 ± 0%
IsInSetFunc/[len=512_min=1024_span=511_runtime]_Other/stdlib/strings.ContainsAny-8                                                      0.000 ± 0%
IsInSetFunc/[len=512_min=1024_span=511_runtime]_Other/stdlib/bytes.ContainsRune-8                                                       0.000 ± 0%
IsInSetFunc/[len=512_min=1024_span=511_runtime]_Other/stdlib/strings.ContainsRune-8                                                     0.000 ± 0%
IsInSetFunc/[len=512_min=1024_span=511_runtime]_Other/isStrategy-8                                                                      0.000 ± 0%
IsInSetFunc/[len=1025_min=1024_span=1024_runtime]_Other/stdlib/bytes.ContainsAny-8                                                      0.000 ± 0%
IsInSetFunc/[len=1025_min=1024_span=1024_runtime]_Other/stdlib/strings.ContainsAny-8                                                    0.000 ± 0%
IsInSetFunc/[len=1025_min=1024_span=1024_runtime]_Other/stdlib/bytes.ContainsRune-8                                                     0.000 ± 0%
IsInSetFunc/[len=1025_min=1024_span=1024_runtime]_Other/stdlib/strings.ContainsRune-8                                                   0.000 ± 0%
IsInSetFunc/[len=1025_min=1024_span=1024_runtime]_Other/isStrategy-8                                                                    0.000 ± 0%
IsInSetFunc/[len=4_min=0_span=1114111_runtime]_Full_Unicode_span,_few_items/stdlib/bytes.ContainsAny-8                                  0.000 ± 0%
IsInSetFunc/[len=4_min=0_span=1114111_runtime]_Full_Unicode_span,_few_items/stdlib/strings.ContainsAny-8                                0.000 ± 0%
IsInSetFunc/[len=4_min=0_span=1114111_runtime]_Full_Unicode_span,_few_items/stdlib/bytes.ContainsRune-8                                 0.000 ± 0%
IsInSetFunc/[len=4_min=0_span=1114111_runtime]_Full_Unicode_span,_few_items/stdlib/strings.ContainsRune-8                               0.000 ± 0%
IsInSetFunc/[len=4_min=0_span=1114111_runtime]_Full_Unicode_span,_few_items/isStrategy-8                                                0.000 ± 0%
IsInSetFunc/[len=4_min=0_span=557055_runtime]_Half_Unicode_span,_few_items/stdlib/bytes.ContainsAny-8                                   0.000 ± 0%
IsInSetFunc/[len=4_min=0_span=557055_runtime]_Half_Unicode_span,_few_items/stdlib/strings.ContainsAny-8                                 0.000 ± 0%
IsInSetFunc/[len=4_min=0_span=557055_runtime]_Half_Unicode_span,_few_items/stdlib/bytes.ContainsRune-8                                  0.000 ± 0%
IsInSetFunc/[len=4_min=0_span=557055_runtime]_Half_Unicode_span,_few_items/stdlib/strings.ContainsRune-8                                0.000 ± 0%
IsInSetFunc/[len=4_min=0_span=557055_runtime]_Half_Unicode_span,_few_items/isStrategy-8                                                 0.000 ± 0%
IsInSetFunc/[len=13000_min=557055_span=12999_runtime]_a_lot/stdlib/bytes.ContainsAny-8                                                  0.000 ± 0%
IsInSetFunc/[len=13000_min=557055_span=12999_runtime]_a_lot/stdlib/strings.ContainsAny-8                                                0.000 ± 0%
IsInSetFunc/[len=13000_min=557055_span=12999_runtime]_a_lot/stdlib/bytes.ContainsRune-8                                                 0.000 ± 0%
IsInSetFunc/[len=13000_min=557055_span=12999_runtime]_a_lot/stdlib/strings.ContainsRune-8                                               0.000 ± 0%
IsInSetFunc/[len=13000_min=557055_span=12999_runtime]_a_lot/isStrategy-8                                                                0.000 ± 0%
IsInSetFunc/[len=1111666_min=0_span=1114110_runtime]_everything/stdlib/bytes.ContainsAny-8                                              0.000 ± 0%
IsInSetFunc/[len=1111666_min=0_span=1114110_runtime]_everything/stdlib/strings.ContainsAny-8                                            0.000 ± 0%
IsInSetFunc/[len=1111666_min=0_span=1114110_runtime]_everything/stdlib/bytes.ContainsRune-8                                             0.000 ± 0%
IsInSetFunc/[len=1111666_min=0_span=1114110_runtime]_everything/stdlib/strings.ContainsRune-8                                           0.000 ± 0%
IsInSetFunc/[len=1111666_min=0_span=1114110_runtime]_everything/isStrategy-8                                                            0.000 ± 0%
geomean                                                                                                                                            ¹
¹ summaries must be >0 to compute geomean
